subscriber_id,age,country,profession_segment,plan_type,monthly_price_usd,tenure_months,auto_renew_enabled,days_until_renewal,payment_method,weekly_learning_hours,sessions_per_week,avg_session_duration_minutes,days_since_last_login,courses_started,courses_completed,active_courses_count,avg_course_progress_pct,certificates_earned,quiz_attempts_last_30d,assignment_submissions_last_30d,forum_posts_last_30d,payment_failures_last_6m,refund_requests_last_12m,support_tickets_last_90d,avg_support_resolution_hours,email_open_rate,recommendation_click_rate,churn_label
SUB_000913,34,USA,teacher,basic,12.79,10,1,30,credit_card,7.3,7,52.9,6,4,1,1,51.5,0,4,5,1,0,1,2,53.0,0.474,0.416,0
SUB_000914,39,Germany,data_analyst,basic,12.07,14,1,15,credit_card,8.8,7,44.7,6,8,6,3,82.0,6,17,8,0,0,0,0,5.8,0.507,0.401,0
SUB_000915,36,USA,marketing,basic,14.43,33,0,26,paypal,9.9,11,29.2,9,5,3,3,100.0,1,14,6,0,0,0,1,8.7,0.478,0.419,0
SUB_000916,23,Germany,student,standard,24.81,12,1,5,paypal,9.1,5,52.4,5,6,3,2,79.3,1,7,8,0,0,0,1,22.9,0.632,0.473,0
SUB_000917,33,Germany,other,basic,14.11,4,0,29,upi,1.9,1,34.3,22,2,0,3,30.4,0,5,6,2,0,1,2,75.4,0.026,0.0,1
SUB_000918,34,Brazil,finance,standard,28.39,10,1,28,credit_card,4.3,5,48.3,10,2,0,2,29.6,0,14,6,1,0,0,0,1.6,0.584,0.366,0
SUB_000919,37,UK,software_engineer,standard,28.23,7,1,8,paypal,4.7,6,48.1,10,6,2,4,88.6,1,24,9,0,0,1,1,55.0,0.239,0.207,0
SUB_000920,36,India,designer,basic,13.6,13,0,21,credit_card,9.5,3,56.0,13,3,1,3,91.5,1,6,5,1,0,0,1,35.0,0.422,0.244,0
SUB_000921,24,Canada,student,standard,28.54,8,1,19,credit_card,3.7,4,30.8,11,2,1,0,18.1,1,3,2,0,0,1,4,53.2,0.378,0.206,1
SUB_000922,49,USA,other,standard,23.86,6,0,17,debit_card,4.0,6,34.6,43,2,1,1,45.1,1,6,3,2,0,0,0,4.3,0.024,0.043,1
SUB_000923,23,Brazil,student,standard,21.14,11,1,10,credit_card,6.5,4,63.4,13,5,1,5,62.7,1,15,8,5,0,0,1,12.0,0.259,0.213,0
SUB_000924,28,Canada,finance,premium,56.84,4,1,18,credit_card,1.1,6,69.1,15,3,1,2,41.0,1,12,7,1,0,0,0,4.2,0.342,0.19,0
SUB_000925,41,Germany,software_engineer,basic,12.48,10,0,6,paypal,6.2,5,27.2,8,2,1,0,42.8,1,10,2,3,0,1,1,23.4,0.533,0.366,0
SUB_000926,23,India,teacher,premium,42.54,16,0,9,upi,4.7,7,54.9,21,4,2,1,44.1,0,6,2,2,0,0,0,6.1,0.384,0.286,0
SUB_000927,25,India,teacher,standard,21.14,28,1,4,upi,7.9,5,36.4,7,4,1,4,70.0,1,17,6,2,0,1,3,35.8,0.529,0.346,0
SUB_000928,36,USA,finance,standard,21.58,7,1,6,debit_card,3.3,5,22.9,22,3,1,0,9.9,0,3,2,2,0,0,0,2.5,0.053,0.04,0
SUB_000929,38,USA,designer,premium,55.01,38,1,22,credit_card,0.3,4,36.2,21,6,0,5,36.9,0,23,9,1,0,1,2,35.0,0.0,0.0,1
SUB_000930,20,India,job_seeker,premium,54.21,14,1,5,upi,5.8,5,51.4,8,2,1,2,37.1,1,11,6,3,0,0,0,6.3,0.819,0.534,0
SUB_000931,21,India,student,standard,22.03,9,0,30,debit_card,7.3,5,41.1,11,1,0,0,34.8,0,0,1,0,0,0,0,6.1,0.527,0.265,0
SUB_000932,29,Canada,software_engineer,standard,28.46,9,1,17,debit_card,6.1,5,45.2,14,6,1,6,93.9,1,21,7,4,0,0,2,44.2,0.723,0.497,0
SUB_000933,30,Brazil,software_engineer,standard,22.8,11,0,20,upi,4.9,4,28.8,12,3,1,3,37.6,1,7,5,3,0,1,2,52.7,0.281,0.263,0
SUB_000934,45,USA,other,standard,27.92,8,0,14,credit_card,7.7,5,61.8,15,4,2,2,41.1,2,15,0,0,0,0,0,7.2,0.008,0.0,0
SUB_000935,39,India,data_analyst,basic,12.43,6,1,26,upi,6.7,6,44.5,12,2,1,2,32.8,0,5,4,0,0,0,0,8.6,0.587,0.394,0
SUB_000936,33,India,teacher,basic,13.65,13,0,30,debit_card,3.6,6,27.6,17,2,1,1,70.1,0,7,2,1,0,1,4,66.5,0.179,0.0,1
SUB_000937,29,India,finance,premium,47.62,2,0,9,debit_card,4.8,1,40.7,14,0,0,0,30.5,0,0,3,2,0,1,3,63.3,0.327,0.089,1
SUB_000938,23,Brazil,software_engineer,basic,11.73,6,0,5,debit_card,3.0,0,33.2,16,4,0,4,20.3,0,16,10,3,0,0,2,32.3,0.097,0.0,1
SUB_000939,45,India,software_engineer,basic,14.2,18,0,23,credit_card,5.8,3,24.8,18,3,1,2,37.4,1,7,6,0,0,0,1,4.7,0.308,0.203,0
SUB_000940,38,USA,software_engineer,standard,20.34,2,0,0,credit_card,3.3,5,38.0,12,5,1,4,92.5,0,11,9,0,0,1,2,28.1,0.707,0.401,1
SUB_000941,28,India,data_analyst,basic,14.86,14,0,27,paypal,7.7,2,33.3,7,5,2,2,36.1,1,11,5,1,0,0,0,1.5,0.138,0.025,0
SUB_000942,39,USA,software_engineer,basic,13.23,12,0,27,debit_card,6.9,5,29.1,14,2,0,4,63.9,0,15,6,2,1,0,0,1.0,0.109,0.046,0
SUB_000943,22,USA,student,standard,24.31,7,0,27,bank_transfer,4.5,3,48.1,8,5,2,4,56.5,1,10,8,4,1,0,0,2.3,0.35,0.173,0
SUB_000944,26,Canada,job_seeker,standard,26.27,8,1,9,credit_card,4.5,5,43.7,18,4,1,4,53.8,1,10,7,1,1,0,0,4.0,0.096,0.172,0
SUB_000945,40,India,other,standard,21.22,11,1,22,credit_card,11.2,3,87.0,5,5,1,5,80.4,0,21,8,2,0,0,0,7.4,0.353,0.295,0
SUB_000946,28,India,data_analyst,standard,25.13,15,0,14,credit_card,8.0,5,66.0,5,2,1,2,73.5,1,11,7,0,0,0,2,42.2,0.281,0.266,0
SUB_000947,31,India,software_engineer,standard,29.84,14,1,13,debit_card,10.5,6,55.2,12,0,0,0,24.3,0,11,2,1,1,0,2,39.6,0.526,0.367,0
SUB_000948,23,Brazil,student,standard,22.34,23,1,15,paypal,7.1,7,54.9,5,2,1,1,76.3,1,0,3,1,0,0,0,3.0,0.575,0.565,0
SUB_000949,30,Canada,finance,standard,27.21,13,1,4,credit_card,5.3,4,39.9,21,6,3,2,60.8,2,13,10,2,0,0,2,45.9,0.413,0.135,0
SUB_000950,32,USA,job_seeker,standard,24.34,26,1,13,debit_card,6.9,4,33.0,4,4,1,4,78.1,1,21,12,0,0,0,1,33.0,0.272,0.246,0
SUB_000951,28,USA,student,premium,53.04,2,0,15,paypal,3.8,4,23.9,12,0,0,1,39.0,0,10,7,2,1,0,2,40.6,0.124,0.07,1
SUB_000952,20,UK,student,basic,11.01,23,1,13,credit_card,6.7,3,30.0,20,6,2,4,63.7,1,20,5,1,0,0,1,20.8,0.5,0.336,0
SUB_000953,21,India,teacher,basic,12.34,9,1,6,credit_card,4.6,5,23.5,9,4,1,3,75.7,0,11,7,2,0,1,3,53.9,0.431,0.316,0
SUB_000954,21,Brazil,designer,basic,14.89,12,0,30,paypal,5.5,7,44.8,11,2,1,2,25.1,1,11,1,4,0,0,1,24.5,0.752,0.558,0
SUB_000955,22,Germany,student,standard,21.94,17,1,18,credit_card,5.0,4,24.9,11,1,0,2,36.5,0,7,5,2,0,0,1,33.2,0.159,0.095,0
SUB_000956,28,Germany,finance,basic,13.17,5,0,3,paypal,6.1,7,46.2,17,3,1,3,36.9,1,2,8,0,0,1,1,17.2,0.334,0.204,1
SUB_000957,35,USA,software_engineer,standard,25.75,9,1,17,credit_card,12.7,7,52.5,25,3,2,3,68.3,2,9,4,2,0,0,2,38.9,0.2,0.123,0
SUB_000958,35,India,data_analyst,premium,51.29,24,1,27,upi,10.2,5,74.8,9,5,2,3,47.1,1,16,9,1,0,0,1,37.6,0.269,0.187,0
SUB_000959,21,India,teacher,standard,26.14,28,0,21,debit_card,3.0,7,47.6,14,6,2,4,54.3,1,19,11,3,0,1,3,44.0,0.264,0.144,0
SUB_000960,18,UK,job_seeker,basic,12.5,7,1,20,debit_card,4.2,4,26.9,15,4,2,2,50.1,1,12,4,0,0,0,0,6.6,0.275,0.159,0
SUB_000961,36,India,data_analyst,standard,20.16,16,0,14,upi,8.3,4,35.6,6,4,2,1,58.8,2,5,3,3,0,0,2,34.5,0.544,0.535,0
SUB_000962,37,USA,other,basic,14.49,8,1,16,credit_card,1.3,4,69.0,21,3,1,2,33.6,1,10,0,2,0,0,1,45.1,0.316,0.114,0
SUB_000963,30,India,data_analyst,standard,28.26,3,0,30,upi,5.1,4,30.2,9,4,1,2,35.8,1,12,10,0,1,0,2,36.5,0.527,0.289,0
SUB_000964,21,Germany,teacher,standard,21.73,27,1,0,credit_card,6.0,3,32.4,17,2,1,0,20.5,1,0,0,1,0,1,0,5.0,0.293,0.256,0
SUB_000965,37,Germany,marketing,basic,12.06,5,0,23,paypal,3.7,3,32.1,16,2,0,2,30.2,0,13,1,0,0,0,1,23.8,0.407,0.235,1
SUB_000966,35,Germany,job_seeker,premium,55.4,46,1,14,paypal,6.7,4,49.2,16,9,4,5,91.7,3,24,10,3,0,0,1,28.1,0.0,0.045,0
SUB_000967,38,UK,other,basic,14.89,4,1,15,paypal,2.6,4,61.7,11,0,0,1,1.6,0,4,2,0,0,0,0,2.2,0.339,0.179,0
SUB_000968,20,Germany,student,premium,59.01,22,1,23,credit_card,4.9,7,47.9,10,5,1,3,51.6,1,12,8,5,0,1,2,31.5,0.404,0.167,0
SUB_000969,36,USA,other,basic,14.49,22,1,21,credit_card,5.5,5,50.0,9,4,1,2,34.9,1,4,2,0,0,0,0,5.9,0.542,0.192,0
SUB_000970,19,USA,job_seeker,basic,10.78,8,1,10,debit_card,2.3,2,40.2,12,2,1,1,32.6,0,8,3,2,0,0,1,26.6,0.463,0.219,0
SUB_000971,42,UK,teacher,basic,14.56,14,1,8,bank_transfer,6.4,3,41.1,12,2,0,2,62.4,0,5,5,1,0,0,0,4.6,0.228,0.066,0
SUB_000972,34,Brazil,software_engineer,basic,14.38,8,1,16,credit_card,9.1,3,56.8,8,0,0,0,16.1,0,1,0,0,0,1,2,39.6,0.17,0.184,0
SUB_000973,18,UK,job_seeker,standard,23.76,6,0,30,credit_card,4.9,10,40.0,32,4,2,2,43.9,1,10,6,1,0,0,0,2.9,0.387,0.197,0
SUB_000974,26,India,job_seeker,standard,23.94,15,0,25,credit_card,2.7,6,35.4,13,1,0,1,33.4,0,0,2,2,0,0,3,33.5,0.767,0.516,1
SUB_000975,37,India,software_engineer,standard,24.59,19,1,14,credit_card,5.0,7,64.1,12,4,1,2,64.8,1,13,5,0,0,1,0,5.1,0.23,0.261,0
SUB_000976,32,India,other,basic,13.27,6,1,7,debit_card,1.6,5,29.9,16,1,0,2,37.7,0,16,0,2,0,0,0,6.0,0.537,0.32,0
SUB_000977,22,USA,student,standard,22.6,27,1,17,paypal,4.7,2,36.0,8,3,0,4,72.9,0,16,7,0,0,0,1,43.7,0.295,0.28,0
SUB_000978,19,India,student,standard,20.22,13,0,7,paypal,6.9,5,66.0,7,2,1,0,19.9,1,3,2,0,0,0,1,12.1,0.755,0.531,1
SUB_000979,38,USA,marketing,standard,21.4,11,1,2,credit_card,9.4,6,44.5,10,3,0,4,52.5,0,19,6,2,0,1,2,51.0,0.488,0.367,0
SUB_000980,28,USA,designer,standard,24.39,11,1,21,debit_card,2.3,6,44.6,10,1,0,2,38.0,0,3,0,4,0,0,0,6.5,0.529,0.273,0
SUB_000981,21,Germany,finance,standard,22.81,27,1,22,paypal,11.7,7,54.7,7,9,5,4,100.0,2,18,11,1,0,0,0,1.4,0.773,0.538,0
SUB_000982,21,UK,student,basic,13.81,9,1,18,paypal,6.5,3,40.5,17,3,1,2,37.9,1,11,2,3,0,0,0,3.6,0.421,0.143,0
SUB_000983,45,India,other,standard,21.06,9,1,13,debit_card,1.0,8,41.6,7,6,1,4,71.8,1,5,5,0,0,1,2,56.9,0.229,0.192,0
SUB_000984,21,India,student,standard,29.16,26,1,1,upi,2.9,6,41.7,11,3,1,1,39.2,1,11,4,0,0,0,1,36.9,0.261,0.186,0
SUB_000985,28,UK,student,standard,28.94,28,1,30,bank_transfer,6.7,4,58.1,21,3,0,3,44.9,0,10,3,0,0,0,1,26.7,0.279,0.151,0
SUB_000986,24,USA,student,basic,14.53,21,1,0,paypal,5.4,5,38.2,11,2,1,1,35.6,1,11,0,1,0,0,0,1.8,0.618,0.421,0
SUB_000987,36,UK,designer,basic,13.69,4,0,29,paypal,1.3,3,61.4,18,4,1,4,55.6,1,15,10,2,0,0,1,54.0,0.176,0.141,1
SUB_000988,34,Germany,other,basic,10.52,37,1,4,paypal,6.6,4,39.9,14,3,1,3,62.2,0,14,9,4,0,0,2,28.6,0.316,0.133,0
SUB_000989,33,India,finance,basic,12.18,13,1,16,credit_card,9.6,5,63.1,9,2,1,0,21.9,0,11,0,0,0,0,0,2.1,0.579,0.401,0
SUB_000990,26,Canada,job_seeker,basic,10.65,11,1,0,credit_card,2.8,5,24.2,10,3,1,2,47.4,0,11,4,1,0,0,1,41.2,0.071,0.137,1
SUB_000991,22,Canada,student,premium,59.74,21,1,20,bank_transfer,10.0,6,46.0,7,5,2,4,81.8,0,18,7,2,0,0,0,3.8,0.726,0.62,0
SUB_000992,38,UK,designer,standard,23.32,15,0,15,debit_card,8.5,5,41.6,12,2,1,2,57.1,1,4,4,0,0,0,0,3.0,0.671,0.47,0
SUB_000993,26,India,marketing,standard,25.84,8,0,2,upi,3.0,4,30.7,12,3,1,2,41.8,1,11,5,0,0,0,3,36.2,0.461,0.26,0
SUB_000994,25,USA,marketing,basic,13.89,30,1,9,paypal,8.0,4,55.9,8,0,0,1,44.5,0,2,4,2,0,1,0,5.0,0.327,0.178,0
SUB_000995,19,Germany,student,premium,58.4,11,1,18,paypal,5.0,6,55.7,37,2,1,2,42.8,1,10,10,2,1,0,0,1.9,0.086,0.0,0
SUB_000996,50,India,finance,basic,13.77,12,1,10,upi,4.7,6,37.0,16,1,0,2,28.7,0,5,0,0,0,0,0,1.0,0.614,0.396,0
SUB_000997,38,Brazil,marketing,standard,26.74,30,1,22,credit_card,4.4,4,16.2,33,3,1,2,34.3,1,10,8,2,0,0,1,36.5,0.26,0.069,0
SUB_000998,36,India,teacher,premium,49.31,21,1,30,upi,7.5,4,59.7,9,7,3,4,87.4,2,16,7,4,0,0,0,4.2,0.516,0.328,0
SUB_000999,25,Brazil,marketing,standard,26.04,17,1,2,upi,8.0,8,62.0,7,2,1,1,80.2,1,7,1,3,0,0,0,5.2,0.653,0.552,0
SUB_001000,24,USA,student,premium,41.87,8,1,1,credit_card,9.1,5,43.1,16,4,2,1,35.4,2,3,3,0,0,0,2,28.1,0.074,0.063,0
SUB_001001,33,India,finance,standard,28.83,15,1,2,debit_card,6.2,5,42.6,11,3,1,2,32.3,0,12,6,3,0,0,0,6.0,0.107,0.052,0
SUB_001002,23,USA,student,basic,12.71,16,1,14,credit_card,2.5,4,40.6,7,3,1,1,39.1,1,11,0,0,0,0,0,3.1,0.698,0.534,0
SUB_001003,22,Canada,job_seeker,basic,10.19,15,0,26,credit_card,2.9,1,48.1,13,4,0,4,18.4,0,15,6,4,0,1,2,43.5,0.526,0.259,0
SUB_001004,35,UK,designer,basic,14.59,11,0,19,paypal,2.4,6,39.1,15,0,0,0,69.6,0,6,0,0,0,0,3,40.6,0.457,0.247,1
SUB_001005,21,Canada,student,basic,12.44,6,0,8,credit_card,6.5,4,71.5,8,2,1,0,49.1,1,0,0,1,0,0,2,40.0,0.377,0.227,0
SUB_001006,28,USA,other,standard,28.68,23,1,14,paypal,4.7,1,74.1,16,1,0,0,28.6,0,0,0,1,0,0,0,1.4,0.642,0.35,0
SUB_001007,39,UK,marketing,basic,14.27,8,0,27,paypal,3.2,4,51.6,18,0,0,1,41.0,0,3,1,1,0,0,0,3.6,0.461,0.221,0
SUB_001008,18,Canada,student,premium,56.31,12,0,1,paypal,6.0,7,95.3,2,6,3,4,83.6,2,13,16,4,0,1,1,26.2,0.762,0.562,0
SUB_001009,38,India,finance,basic,10.3,1,0,29,upi,0.0,5,43.0,27,2,0,2,2.0,0,9,0,4,0,1,2,13.7,0.043,0.013,1
SUB_001010,39,USA,software_engineer,standard,22.46,20,1,5,debit_card,11.4,6,50.2,18,6,2,4,92.3,1,19,6,4,0,0,1,8.8,0.593,0.305,0
SUB_001011,22,India,job_seeker,premium,57.5,6,0,4,upi,5.3,1,66.9,9,4,2,3,41.7,0,7,3,1,1,0,2,47.4,0.353,0.299,1
SUB_001012,23,Brazil,job_seeker,basic,14.48,16,1,5,debit_card,8.8,3,47.3,14,6,2,4,83.7,2,19,6,3,0,0,3,29.0,0.584,0.28,0
SUB_001013,33,Brazil,other,standard,24.57,4,1,4,debit_card,9.5,7,81.8,17,3,2,1,15.3,1,10,5,5,0,0,0,6.4,0.057,0.033,0
SUB_001014,36,India,marketing,standard,24.39,10,1,21,debit_card,11.6,5,42.2,22,3,1,1,37.3,1,7,0,0,0,0,0,6.1,0.462,0.292,1
SUB_001015,32,UK,marketing,basic,10.87,9,0,11,debit_card,4.2,1,51.8,20,3,1,3,34.0,1,10,3,3,0,0,0,3.9,0.099,0.0,0
SUB_001016,37,Brazil,teacher,standard,29.67,6,1,3,credit_card,6.4,3,50.6,24,3,1,2,57.4,0,11,3,3,0,0,1,4.8,0.0,0.0,1
SUB_001017,28,India,student,basic,11.06,14,1,23,debit_card,3.4,5,26.0,16,5,2,3,41.8,1,20,7,0,0,1,1,25.9,0.183,0.011,0
SUB_001018,29,USA,designer,standard,21.9,4,0,27,paypal,2.9,1,20.4,17,4,1,3,38.0,1,15,5,3,0,0,0,6.0,0.236,0.172,0
SUB_001019,21,Brazil,designer,standard,26.6,19,1,24,upi,5.6,3,5.0,12,1,0,2,27.1,0,7,5,4,0,0,2,57.5,0.0,0.049,0
SUB_001020,25,India,student,standard,22.42,19,0,25,paypal,6.7,3,41.9,15,0,0,1,57.3,0,4,4,3,1,0,3,47.0,0.407,0.187,0
SUB_001021,47,UK,data_analyst,standard,29.38,6,0,22,credit_card,4.6,8,57.9,9,2,1,2,60.6,1,10,4,0,0,0,1,33.2,0.061,0.14,0
SUB_001022,30,Germany,job_seeker,basic,10.04,26,1,29,credit_card,5.2,4,19.7,10,7,2,4,98.2,2,17,7,2,0,0,1,39.7,0.609,0.401,0
SUB_001023,21,Brazil,job_seeker,standard,20.05,10,1,13,bank_transfer,5.9,7,5.0,6,7,2,5,77.1,1,21,11,2,0,0,2,34.0,0.322,0.215,0
SUB_001024,22,Brazil,student,premium,50.09,5,1,13,credit_card,4.5,7,27.3,26,0,0,2,40.9,0,10,4,2,0,0,2,36.3,0.693,0.33,0
SUB_001025,19,Brazil,student,premium,49.75,3,0,10,bank_transfer,8.5,2,43.6,45,4,1,3,30.1,0,26,5,3,0,0,1,12.4,0.0,0.0,1
SUB_001026,39,USA,software_engineer,standard,21.62,1,0,27,bank_transfer,0.0,2,28.9,12,1,0,1,39.6,0,3,0,3,0,0,0,3.2,0.299,0.194,1
SUB_001027,19,Canada,job_seeker,basic,12.46,25,1,0,debit_card,2.8,4,41.9,13,2,0,2,27.2,0,8,1,0,0,0,1,37.2,0.244,0.163,1
SUB_001028,22,Canada,student,premium,48.22,7,1,20,debit_card,6.5,4,32.2,37,5,1,6,90.0,1,26,10,2,0,1,2,45.5,0.628,0.244,0
SUB_001029,25,Germany,teacher,basic,14.44,9,1,22,bank_transfer,3.0,6,22.9,17,3,1,3,43.9,1,2,11,1,0,1,1,9.2,0.323,0.201,1
SUB_001030,23,Canada,student,standard,20.08,8,0,30,credit_card,5.4,2,55.4,9,5,2,4,79.5,2,16,6,2,0,0,1,50.3,0.527,0.346,0
SUB_001031,31,India,finance,basic,14.87,22,1,4,credit_card,5.8,3,42.1,20,2,0,2,0.0,0,4,3,2,0,0,0,2.4,0.0,0.0,1
SUB_001032,35,USA,data_analyst,premium,52.48,16,1,4,debit_card,10.5,7,52.3,11,7,2,6,92.9,2,28,10,1,0,0,0,1.9,0.553,0.285,0
SUB_001033,34,India,teacher,standard,21.51,13,0,11,credit_card,6.6,4,14.7,14,2,1,1,34.2,1,7,3,2,0,0,1,29.9,0.483,0.213,0
SUB_001034,26,India,software_engineer,standard,20.46,4,1,4,credit_card,3.4,3,30.4,13,2,0,4,43.3,0,14,4,1,0,0,0,1.3,0.047,0.0,1
SUB_001035,39,India,finance,basic,12.68,31,1,20,credit_card,7.4,5,37.2,13,6,1,4,65.8,1,28,6,2,0,0,0,6.3,0.71,0.361,0
SUB_001036,33,UK,software_engineer,standard,22.34,17,0,12,paypal,7.5,10,42.5,8,3,1,1,70.7,0,5,6,3,0,0,1,21.5,0.564,0.344,0
SUB_001037,26,Germany,teacher,standard,23.0,17,1,10,paypal,4.4,2,32.1,13,7,2,4,69.9,0,17,9,5,0,0,3,49.9,0.238,0.193,0
SUB_001038,41,UK,job_seeker,standard,22.44,4,1,20,credit_card,6.2,7,34.9,9,1,0,1,25.8,0,8,2,3,0,0,2,40.8,0.169,0.028,1
SUB_001039,24,India,student,basic,13.24,5,0,0,debit_card,1.4,3,35.2,13,4,1,5,63.5,1,13,8,2,1,0,2,25.1,0.654,0.388,0
SUB_001040,27,Germany,job_seeker,standard,25.53,12,1,11,debit_card,3.8,2,56.9,14,2,0,2,27.9,0,11,5,1,1,1,3,50.5,0.349,0.204,1
SUB_001041,45,USA,designer,basic,10.38,12,0,5,bank_transfer,6.7,2,30.9,17,4,2,4,49.7,2,10,9,0,1,0,0,1.9,0.222,0.163,0
SUB_001042,28,Canada,student,standard,25.26,6,0,26,credit_card,1.2,4,46.9,7,3,1,3,48.5,1,9,11,1,0,0,2,32.0,0.257,0.16,1
SUB_001043,32,Germany,data_analyst,basic,13.95,4,0,10,credit_card,4.1,3,24.2,13,3,1,3,44.4,0,14,3,2,0,0,1,44.0,0.0,0.014,0
SUB_001044,24,USA,student,basic,10.4,8,0,11,credit_card,4.1,2,18.8,22,0,0,0,0.0,0,1,0,2,0,0,0,6.2,0.229,0.146,0
SUB_001045,26,Brazil,teacher,basic,14.44,9,0,28,bank_transfer,6.0,5,43.5,16,4,2,3,73.4,2,13,8,0,0,0,0,3.9,0.643,0.489,0
SUB_001046,32,USA,teacher,basic,12.88,4,0,5,credit_card,3.8,5,47.9,15,1,0,3,23.5,0,14,4,0,0,0,0,6.5,0.532,0.302,0
SUB_001047,22,India,student,basic,14.74,17,1,23,credit_card,3.8,1,31.2,15,1,0,2,37.8,0,9,0,0,1,0,2,55.4,0.444,0.353,1
SUB_001048,35,India,marketing,premium,42.95,18,1,29,paypal,9.6,5,51.9,11,4,2,3,83.1,1,14,6,2,0,0,2,42.2,0.797,0.529,0
SUB_001049,29,Canada,job_seeker,standard,29.93,16,0,4,paypal,5.7,4,38.1,9,3,1,2,43.7,1,12,7,3,0,0,1,37.9,0.437,0.33,1
SUB_001050,41,India,other,basic,13.21,4,1,17,debit_card,7.3,4,39.3,12,2,1,2,8.9,0,9,8,0,1,0,0,5.0,0.366,0.113,0
SUB_001051,35,Canada,marketing,standard,25.66,8,1,15,debit_card,7.5,3,46.1,9,3,2,3,56.7,1,0,12,1,0,0,3,55.6,0.516,0.269,0
SUB_001052,23,USA,other,standard,25.14,19,0,12,paypal,9.0,5,42.1,11,2,0,3,37.1,0,4,3,0,0,0,0,6.7,0.841,0.574,0
SUB_001053,26,Brazil,marketing,premium,40.46,13,1,6,debit_card,9.0,6,21.5,5,5,2,2,56.4,1,13,8,0,1,0,0,2.0,0.312,0.24,0
SUB_001054,29,Canada,data_analyst,basic,14.69,27,0,13,credit_card,8.3,5,34.3,22,3,0,4,50.6,0,15,8,4,0,0,0,6.4,0.307,0.052,0
SUB_001055,26,Brazil,job_seeker,basic,13.21,24,1,0,debit_card,1.8,4,40.9,21,2,1,1,25.5,0,13,1,1,0,0,2,43.3,0.255,0.139,1
SUB_001056,42,Germany,marketing,premium,41.82,11,1,20,debit_card,6.1,5,67.9,12,4,1,3,67.7,1,12,6,1,0,0,1,16.9,0.291,0.235,0
SUB_001057,24,UK,marketing,basic,10.09,7,1,27,credit_card,7.4,2,19.7,18,3,0,4,47.2,0,3,6,1,0,0,1,18.4,0.103,0.0,1
SUB_001058,31,Germany,marketing,basic,10.24,19,1,20,debit_card,6.5,3,26.6,10,1,0,1,33.0,0,6,3,0,0,0,0,4.4,0.385,0.231,0
SUB_001059,33,USA,job_seeker,basic,13.04,20,1,11,credit_card,9.6,3,34.4,8,0,0,1,50.1,0,12,7,1,0,0,4,73.9,0.558,0.347,0
SUB_001060,26,USA,job_seeker,basic,13.06,21,1,2,debit_card,1.4,1,41.1,16,7,3,4,81.1,2,14,12,1,0,1,0,3.7,0.299,0.145,0
SUB_001061,37,Canada,data_analyst,premium,49.98,13,1,17,credit_card,6.3,4,14.4,12,3,1,2,39.8,0,6,5,3,0,0,0,3.0,0.506,0.509,0
SUB_001062,32,Brazil,software_engineer,basic,11.52,7,0,10,debit_card,5.2,4,43.2,11,3,1,1,13.3,1,5,2,0,0,0,0,3.8,0.385,0.165,0
SUB_001063,36,UK,marketing,premium,50.62,16,1,19,credit_card,6.4,2,54.3,20,4,1,3,62.2,1,14,6,1,1,0,4,59.1,0.229,0.053,1
SUB_001064,32,Germany,designer,premium,50.32,16,0,6,credit_card,11.6,6,38.9,12,2,1,1,53.5,0,6,1,1,0,0,1,39.2,0.501,0.298,0
SUB_001065,39,Germany,software_engineer,standard,20.18,18,1,9,bank_transfer,3.3,3,33.1,16,1,0,2,13.4,0,0,2,0,0,0,3,36.3,0.657,0.412,0
SUB_001066,21,UK,teacher,basic,11.4,8,1,18,paypal,7.8,6,53.6,6,4,0,4,36.0,0,19,4,1,1,0,1,32.4,0.638,0.436,0
SUB_001067,31,India,marketing,basic,10.26,16,1,12,upi,4.1,5,52.1,7,5,1,5,76.2,1,23,11,3,0,1,2,34.8,0.683,0.552,0
SUB_001068,36,India,software_engineer,standard,28.99,3,1,13,upi,5.5,3,32.0,11,2,1,3,44.6,0,11,4,1,0,0,0,2.9,0.222,0.077,0
SUB_001069,24,Germany,student,basic,13.62,19,0,14,paypal,7.8,6,41.4,14,4,1,4,70.9,1,9,8,3,0,0,0,3.0,0.224,0.134,0
SUB_001070,45,Germany,software_engineer,standard,29.95,13,0,5,debit_card,4.8,2,45.7,16,4,1,3,67.4,1,11,3,0,0,1,2,54.8,0.233,0.092,1
SUB_001071,32,Germany,other,standard,23.01,7,1,6,credit_card,5.7,4,52.3,35,0,0,0,20.2,0,6,0,0,1,0,3,32.1,0.237,0.09,0
SUB_001072,45,India,software_engineer,premium,57.56,26,1,12,credit_card,7.0,5,47.4,13,3,1,3,45.3,1,8,4,0,0,0,1,3.8,0.415,0.214,0
SUB_001073,21,India,student,standard,26.02,9,0,15,debit_card,9.0,6,56.3,9,3,0,3,54.0,0,7,2,0,0,0,0,5.6,0.247,0.156,0
SUB_001074,44,India,marketing,standard,24.52,13,0,14,upi,3.5,5,40.1,10,0,0,1,25.5,0,0,2,0,0,1,3,58.0,0.015,0.015,1
SUB_001075,40,Brazil,software_engineer,premium,44.44,8,1,17,paypal,1.9,2,35.4,11,1,0,1,28.9,0,6,2,0,0,0,4,48.4,0.799,0.432,0
SUB_001076,20,Germany,student,basic,13.68,12,1,2,credit_card,4.4,4,65.2,10,3,1,3,48.8,1,15,4,0,1,1,3,41.0,0.287,0.195,1
